,root,type,struct,f_pos,notes,difficulty,complexity,chord
861,Db,9,1;3;5;b7;9,"2,x,1,3,3,3","Ab,F,Cb,Eb,Ab",3,52.92,Db9
873,Db,7,1;3;5;b7,"1,x,2,4,3,x","Db,Cb,F,Ab",2,44.1,Db7
871,Db,7,1;3;5;b7,"x,1,3,1,4,1","Db,Ab,Cb,F,Ab",3,44.1,Db7
870,Db,7,1;3;5;b7,"x,3,2,4,1,x","Db,F,Cb,Db",2,44.1,Db7
869,Db,maj13,1;3;5;7;9;11;13,"1,x,2,3,4,x","Db,C,F,Bb",2,74.97,Dbmaj13
868,Db,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","Db,Abb,Cb,Eb",2,70.56,Db9b5
872,Db,7,1;3;5;b7,"1,3,1,2,4,1","Db,Ab,Cb,F,Cb,Db",4,44.1,Db7
958,Db,sus4,1;4;5,"1,1,3,4,1,1","Db,Gb,Db,Gb,Ab,Db",4,17.64,Dbsus4
863,Db,9,1;3;5;b7;9,"x,x,x,3,1,2","Eb,F,Cb",1,52.92,Db9
867,Db,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","Db,F,Cb,Eb,Abb,Db",4,70.56,Db9b5
864,Db,9,1;3;5;b7;9,"1,x,2,3,x,4","Db,Cb,F,Eb",2,52.92,Db9
874,Db,7,1;3;5;b7,"x,2,1,3,x,x","Db,F,Cb",1,44.1,Db7
865,Db,9,1;3;5;b7;9,"x,x,1,2,1,4","Cb,F,Ab,Eb",2,52.92,Db9
866,Db,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Abb,Db,F,Cb,Eb,Abb",4,70.56,Db9b5
2213,E,m6/9,1;b3;5;6;9,"0,1,4,0,2,0","E,B,F#,G,C#,E",4,44.1,Em6/9
2214,E,7(b9),1;3;5;b7;b9,"0,x,0,1,0,2","E,D,G#,B,F",3,52.92,E7(b9)
2215,E,7(b9),1;3;5;b7;b9,"0,2,1,3,1,x","E,E,G#,D,F",3,52.92,E7(b9)
2217,E,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","E,G#,D,F",2,52.92,E7(b9)
2218,E,7(b9),1;3;5;b7;b9,"0,2,3,1,4,0","E,G#,D,F,B,E",4,52.92,E7(b9)
2219,E,7(b9),1;3;5;b7;b9,"0,x,1,3,2,x","E,G#,D,F",2,52.92,E7(b9)
2220,E,m9,1;b3;5;b7;9,"0,1,2,0,4,3","E,B,E,G,D,F#",4,61.74,Em9
2221,E,m9,1;b3;5;b7;9,"0,2,1,3,4,0","E,E,G,D,F#,E",4,61.74,Em9
2222,E,m9,1;b3;5;b7;9,"0,1,3,2,4,0","E,G,D,F#,B,E",4,61.74,Em9
2223,E,m9,1;b3;5;b7;9,"0,1,0,0,0,3","E,B,D,G,B,F#",4,61.74,Em9
2216,E,7(b9),1;3;5;b7;b9,"0,2,3,1,0,0","E,G#,D,F,B,E",4,52.92,E7(b9)
2230,E,sus4,1;4;5,"0,x,1,1,2,4","E,B,E,A,E",3,17.64,Esus4
2225,E,m9,1;b3;5;b7;9,"0,1,3,2,0,0","E,G,D,F#,B,E",4,61.74,Em9
2226,E,m9,1;b3;5;b7;9,"0,1,3,0,2,0","E,B,F#,G,D,E",4,61.74,Em9
2227,E,13(b9),1;3;5;b7;b9;11;13,"0,x,x,1,3,2","E,G#,C#,F",2,83.79,E13(b9)
2228,E,sus4,1;4;5,"0,1,2,3,0,0","E,B,E,A,B,E",4,17.64,Esus4
2229,E,sus4,1;4;5,"0,3,4,1,2,0","E,E,A,B,E,E",4,17.64,Esus4
2231,E,sus4,1;4;5,"x,1,3,3,4,x","E,B,E,A",2,17.64,Esus4
2232,E,sus4,1;4;5,"x,x,2,3,0,0","E,A,B,E",2,17.64,Esus4
2233,E,sus4,1;4;5,"0,0,x,x,0,x","E,A,B",1,17.64,Esus4
2234,E,sus4,1;4;5,"0,0,x,x,0,0","E,A,B,E",2,17.64,Esus4
2235,E,6/9,1;3;5;6;9,"0,x,2,1,3,4","E,E,G#,C#,F#",3,52.92,E6/9
2212,E,m6,1;b3;5;6,"0,1,x,3,2,4","E,E,E,G,C#",3,44.1,Em6
2224,E,m9,1;b3;5;b7;9,"x,2,1,3,4,x","E,G,D,F#",2,61.74,Em9
2211,E,m6,1;b3;5;6,"0,3,1,2,1,x","E,E,G,C#,E",3,44.1,Em6
2195,E,5,1;5,"1,3,x,x,x,x","E,B",0,0.0,E5
2209,E,7(#11),1;3;5;b7;#11,"x,x,x,1,3,2","E,A#,D",1,57.33,E7(#11)
2184,E,7sus4,1;4;5;b7,"0,x,1,3,2,4","E,E,B,D,A",3,39.69,E7sus4
2185,E,7sus4,1;4;5;b7,"0,1,3,1,4,1","E,E,B,D,A,B",4,39.69,E7sus4
2186,E,maj7,1;3;5;7,"0,3,1,2,0,0","E,B,D#,G#,B,E",4,26.46,Emaj7
2187,E,maj7,1;3;5;7,"0,4,3,1,1,1","E,E,G#,B,D#,G#",4,26.46,Emaj7
2188,E,maj7,1;3;5;7,"0,1,3,2,4,1","E,E,B,D#,G#,B",4,26.46,Emaj7
2189,E,maj7,1;3;5;7,"x,1,3,2,4,x","E,B,D#,G#",2,26.46,Emaj7
2190,E,maj7,1;3;5;7,"0,x,3,2,0,0","E,B,D#,B,E",3,26.46,Emaj7
2191,E,maj7,1;3;5;7,"0,1,3,4,0,0","E,D#,B,E,B,E",4,26.46,Emaj7
2192,E,maj7,1;3;5;7,"x,1,1,4,4,4","B,E,B,D#,G#",3,26.46,Emaj7
2193,E,maj7,1;3;5;7,"x,1,3,2,4,1","E,B,D#,G#,B",3,26.46,Emaj7
2194,E,5,1;5,"x,1,3,x,x,x","E,B",0,0.0,E5
2210,E,m6,1;b3;5;6,"0,2,3,0,4,0","E,B,E,G,C#,E",4,44.1,Em6
2196,E,5,1;5,"x,1,3,4,x,x","E,B,E",1,0.0,E5
2198,E,5,1;5,"0,2,3,x,0,0","E,B,E,B,E",3,0.0,E5
2199,E,5,1;5,"0,2,2,x,x,x","E,B,E",1,0.0,E5
2200,E,5,1;5,"0,1,3,4,0,0","E,E,B,E,B,E",4,0.0,E5
2201,E,5,1;5,"0,1,3,4,x,x","E,E,B,E",2,0.0,E5
2202,E,5,1;5,"0,1,1,3,4,x","E,B,E,B,E",3,0.0,E5
2203,E,5,1;5,"x,x,1,1,x,x","B,E",0,0.0,E5
2204,E,5,1;5,"x,x,1,3,4,x","E,B,E",1,0.0,E5
2205,E,5,1;5,"0,1,3,x,x,x","E,E,B",1,0.0,E5
2206,E,5,1;5,"1,3,4,x,x,x","E,B,E",1,0.0,E5
2207,E,5,1;5,"1,1,3,x,x,x","B,E,B",1,0.0,E5
2208,E,7(#11),1;3;5;b7;#11,"x,1,3,1,x,x","E,A#,D",1,57.33,E7(#11)
2197,E,5,1;5,"0,2,x,x,x,x","E,B",0,0.0,E5
2033,E,9,1;3;5;b7;9,"0,2,0,1,4,3","E,B,D,G#,D,F#",4,52.92,E9
2175,E,6,1;3;5;6,"x,x,3,2,4,1","E,G#,C#,E",2,26.46,E6
2182,E,7(#5),1;3;#5;b7,"0,x,x,1,4,2","E,D,G#,B#",2,44.1,E7(#5)
2092,E,maj,1;3;5,"x,x,x,2,1,1","G#,B,E",1,30.87,Emaj
2034,E,9,1;3;5;b7;9,"0,2,1,3,4,0","E,E,G#,D,F#,E",4,52.92,E9
2035,E,9,1;3;5;b7;9,"0,1,3,2,4,0","E,G#,D,F#,B,E",4,52.92,E9
2036,E,9b5,1;3;b5;b7;9,"0,x,1,2,3,1","E,E,Bb,D,F#",3,70.56,E9b5
2037,E,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Bb,E,G#,D,F#,Bb",4,70.56,E9b5
2038,E,9b5,1;3;b5;b7;9,"0,1,2,1,1,3","E,G#,D,F#,Bb,E",4,70.56,E9b5
2039,E,7,1;3;5;b7,"0,2,0,1,4,0","E,B,D,G#,D,E",4,44.1,E7
2032,E,7(#9),1;3;5;b7;#9,"0,2,1,3,4,x","E,E,G#,D,F##",3,52.92,E7(#9)
2040,E,7,1;3;5;b7,"0,3,2,4,1,0","E,E,G#,D,E,E",4,44.1,E7
2042,E,7,1;3;5;b7,"0,2,0,1,0,0","E,B,D,G#,B,E",4,44.1,E7
2043,E,7,1;3;5;b7,"x,1,3,1,4,1","E,B,D,G#,B",3,44.1,E7
2044,E,7,1;3;5;b7,"0,2,3,1,4,0","E,B,E,G#,D,E",4,44.1,E7
2045,E,7,1;3;5;b7,"x,3,2,4,1,x","E,G#,D,E",2,44.1,E7
2046,E,7,1;3;5;b7,"0,2,1,3,0,4","E,E,G#,D,B,B",4,44.1,E7
2047,E,7,1;3;5;b7,"x,x,1,1,1,2","B,E,G#,D",2,44.1,E7
2048,E,7,1;3;5;b7,"x,x,x,2,1,3","B,D,G#",1,44.1,E7
2041,E,7,1;3;5;b7,"0,1,3,1,4,1","E,E,B,D,G#,B",4,44.1,E7
2031,E,7(#9),1;3;5;b7;#9,"x,x,2,1,4,4","E,G#,D,F##",2,52.92,E7(#9)
2030,E,7(#9),1;3;5;b7;#9,"0,x,x,x,3,4","E,D,F##",1,52.92,E7(#9)
2029,E,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","E,G#,D,F##",2,52.92,E7(#9)
2098,E,maj9,1;3;5;7;9,"0,3,1,2,0,4","E,B,D#,G#,B,F#",4,52.92,Emaj9
2097,E,11,1;3;5;b7;9;11,"0,x,3,2,1,0","E,D,F#,A,E",3,61.74,E11
2096,E,11,1;3;5;b7;9;11,"0,1,1,1,1,1","E,E,A,D,F#,B",4,61.74,E11
2095,E,11,1;3;5;b7;9;11,"0,1,1,1,2,1","E,B,E,A,D,F#",4,61.74,E11
2094,E,maj,1;3;5,"1,4,x,x,x,x","G#,E",0,30.87,Emaj
2093,E,maj,1;3;5,"4,2,3,1,0,0","G#,B,E,G#,B,E",4,30.87,Emaj
2018,E,13,1;3;5;b7;9;11;13,"0,x,0,1,2,3","E,D,G#,C#,F#",3,74.97,E13
2019,E,13,1;3;5;b7;9;11;13,"0,x,1,2,3,4","E,G#,D,F#,C#",3,74.97,E13
2020,E,13,1;3;5;b7;9;11;13,"0,x,4,3,1,1","E,D,F#,G#,C#",3,74.97,E13
2021,E,13,1;3;5;b7;9;11;13,"0,2,0,1,3,0","E,B,D,G#,C#,E",4,74.97,E13
2022,E,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","E,G#,D,F#,C#",3,74.97,E13
2023,E,13,1;3;5;b7;9;11;13,"x,1,3,4,2,x","D,G#,C#,E",2,74.97,E13
2024,E,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4","G#,D,F#,C#",2,74.97,E13
2025,E,13,1;3;5;b7;9;11;13,"0,1,3,4,2,x","E,D,G#,C#,E",3,74.97,E13
2026,E,7(#9),1;3;5;b7;#9,"0,x,2,1,3,4","E,E,G#,D,F##",3,52.92,E7(#9)
2027,E,7(#9),1;3;5;b7;#9,"0,2,1,3,4,0","E,E,G#,D,F##,E",4,52.92,E7(#9)
2028,E,7(#9),1;3;5;b7;#9,"0,1,3,3,3,0","E,G#,D,F##,B,E",4,52.92,E7(#9)
2049,E,7,1;3;5;b7,"x,2,1,3,x,x","E,G#,D",1,44.1,E7
2099,E,maj9,1;3;5;7;9,"0,4,1,1,1,1","E,E,F#,B,D#,G#",4,52.92,Emaj9
2050,E,7,1;3;5;b7,"x,x,1,3,2,4","E,B,D,G#",2,44.1,E7
2052,E,7,1;3;5;b7,"x,2,0,1,4,0","B,D,G#,D,E",3,44.1,E7
2074,E,maj,1;3;5,"0,2,3,1,0,0","E,B,E,G#,B,E",4,30.87,Emaj
2075,E,maj,1;3;5,"0,4,3,1,2,1","E,E,G#,B,E,G#",4,30.87,Emaj
2076,E,maj,1;3;5,"0,1,3,3,3,x","E,E,B,E,G#",3,30.87,Emaj
2077,E,maj,1;3;5,"1,4,3,1,2,1","G#,E,G#,B,E,G#",4,30.87,Emaj
2078,E,maj,1;3;5,"x,x,x,1,3,2","B,E,G#",1,30.87,Emaj
2079,E,maj,1;3;5,"x,1,2,3,4,1","E,B,E,G#,B",3,30.87,Emaj
2080,E,maj,1;3;5,"x,1,3,3,3,x","E,B,E,G#",2,30.87,Emaj
2073,E,m(maj9),1;b3;5;7;9,"0,4,3,2,1,1","E,G,B,D#,F#,B",4,66.15,Em(maj9)
2081,E,maj,1;3;5,"0,2,3,1,x,x","E,B,E,G#",2,30.87,Emaj
2083,E,maj,1;3;5,"1,3,4,2,1,1","E,B,E,G#,B,E",4,30.87,Emaj
2084,E,maj,1;3;5,"x,x,1,1,1,x","B,E,G#",1,30.87,Emaj
2085,E,maj,1;3;5,"x,x,x,3,4,1","E,G#,B",1,30.87,Emaj
2086,E,maj,1;3;5,"x,x,1,1,1,4","B,E,G#,E",2,30.87,Emaj
2087,E,maj,1;3;5,"x,2,1,x,x,x","E,G#",0,30.87,Emaj
2088,E,maj,1;3;5,"x,x,1,2,4,3","E,B,E,G#",2,30.87,Emaj
2089,E,maj,1;3;5,"x,x,2,1,0,0","E,G#,B,E",2,30.87,Emaj
2082,E,maj,1;3;5,"x,4,3,1,2,1","E,G#,B,E,G#",3,30.87,Emaj
2072,E,aug,1;3;#5,"0,3,2,1,1,x","E,E,G#,B#,E",3,44.1,Eaug
2071,E,aug,1;3;#5,"x,3,2,1,1,x","E,G#,B#,E",2,44.1,Eaug
2070,E,aug,1;3;#5,"0,x,4,2,3,1","E,B#,E,G#,B#",3,44.1,Eaug
2053,E,7,1;3;5;b7,"0,4,x,x,x,x","E,D",0,44.1,E7
2054,E,7,1;3;5;b7,"x,x,2,1,4,0","E,G#,D,E",2,44.1,E7
2055,E,7,1;3;5;b7,"x,x,x,1,1,2","E,G#,D",1,44.1,E7
2056,E,7,1;3;5;b7,"x,1,x,2,4,0","E,D,G#,E",2,44.1,E7
2057,E,7,1;3;5;b7,"x,1,x,1,3,1","E,D,G#,B",2,44.1,E7
2058,E,7,1;3;5;b7,"x,2,1,3,x,4","E,G#,D,B",2,44.1,E7
2059,E,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","G,Db,E,Bb",2,44.1,Edim7
2060,E,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","G,Db,E,Bb",2,44.1,Edim7
2061,E,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Db,G,Bb,E",2,44.1,Edim7
2062,E,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","E,Bb,Db,G",2,44.1,Edim7
2063,E,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","E,Bb,Db,G",2,44.1,Edim7
2064,E,dim7,1;b3;b5;bb7,"x,x,x,2,1,3","Bb,Db,G",1,44.1,Edim7
2065,E,dim7,1;b3;b5;bb7,"x,3,1,2,x,x","E,G,Db",1,44.1,Edim7
2066,E,dim7,1;b3;b5;bb7,"0,x,1,3,2,4","E,E,Bb,Db,G",3,44.1,Edim7
2067,E,dim7,1;b3;b5;bb7,"0,x,x,2,1,3","E,Bb,Db,G",2,44.1,Edim7
2068,E,aug,1;3;#5,"x,3,2,1,1,x","B#,E,G#,B#",2,44.1,Eaug
2069,E,aug,1;3;#5,"4,3,2,1,x,x","G#,B#,E,G#",2,44.1,Eaug
2051,E,7,1;3;5;b7,"0,x,1,3,x,x","E,G#,D",1,44.1,E7
2100,E,maj9,1;3;5;7;9,"0,2,1,4,3,0","E,E,G#,D#,F#,E",4,52.92,Emaj9
2101,E,maj9,1;3;5;7;9,"0,2,1,4,3,x","E,E,G#,D#,F#",3,52.92,Emaj9
2102,E,maj9,1;3;5;7;9,"0,3,4,2,0,0","E,F#,B,D#,B,E",4,52.92,Emaj9
2160,E,m7,1;b3;5;b7,"2,x,1,4,3,x","G,E,B,D",2,44.1,Em7
2159,E,m7,1;b3;5;b7,"x,x,1,3,1,4","G,D,E,B",2,44.1,Em7
2158,E,m7,1;b3;5;b7,"x,x,2,0,4,0","E,G,D,E",2,44.1,Em7
2157,E,m7,1;b3;5;b7,"0,x,x,1,3,2","E,D,G,B",2,44.1,Em7
2156,E,m7,1;b3;5;b7,"0,1,0,0,3,4","E,B,D,G,D,G",4,44.1,Em7
2155,E,m7,1;b3;5;b7,"x,x,1,3,2,2","E,B,D,G",2,44.1,Em7
2154,E,m7,1;b3;5;b7,"x,x,1,1,1,1","D,G,B,E",2,44.1,Em7
2161,E,dim,1;b3;b5,"0,1,3,0,x,0","E,Bb,E,G,E",3,22.05,Edim
2153,E,m7,1;b3;5;b7,"x,2,x,3,4,x","E,D,G",1,44.1,Em7
2151,E,m7,1;b3;5;b7,"1,3,1,1,1,1","E,B,D,G,B,E",4,44.1,Em7
2150,E,m7,1;b3;5;b7,"2,x,3,3,3,3","E,D,G,B,E",3,44.1,Em7
2149,E,m7,1;b3;5;b7,"x,2,1,3,4,x","E,G,D,G",2,44.1,Em7
2148,E,m7,1;b3;5;b7,"x,2,1,3,x,x","E,G,D",1,44.1,Em7
2147,E,m7,1;b3;5;b7,"2,x,3,3,3,x","E,D,G,B",2,44.1,Em7
2146,E,m7,1;b3;5;b7,"2,x,3,3,x,x","E,D,G",1,44.1,Em7
2145,E,m7,1;b3;5;b7,"x,x,1,0,3,4","E,G,D,G",2,44.1,Em7
2152,E,m7,1;b3;5;b7,"x,1,3,1,2,1","E,B,D,G,B",3,44.1,Em7
2162,E,dim,1;b3;b5,"x,x,1,2,4,3","E,Bb,E,G",2,22.05,Edim
2163,E,dim,1;b3;b5,"x,1,2,4,3,x","E,Bb,E,G",2,22.05,Edim
2164,E,dim,1;b3;b5,"x,x,3,1,4,x","G,Bb,E",1,22.05,Edim
2181,E,7(#5),1;3;#5;b7,"0,x,1,3,4,2","E,D,G#,B#,E",3,44.1,E7(#5)
2180,E,7(#5),1;3;#5;b7,"0,x,0,1,1,x","E,D,G#,B#",2,44.1,E7(#5)
2179,E,7(#5),1;3;#5;b7,"0,1,4,1,3,2","E,E,B#,D,G#,B#",4,44.1,E7(#5)
2178,E,7(#5),1;3;#5;b7,"0,1,2,1,1,x","E,D,G#,B#,E",3,44.1,E7(#5)
2177,E,7(#5),1;3;#5;b7,"0,x,0,2,3,0","E,D,G#,B#,E",3,44.1,E7(#5)
2176,E,6,1;3;5;6,"x,x,3,3,3,3","B,E,G#,C#",2,26.46,E6
2236,E,6/9,1;3;5;6;9,"0,2,1,1,3,4","E,E,G#,C#,F#,B",4,52.92,E6/9
2174,E,6,1;3;5;6,"0,x,3,3,3,3","E,B,E,G#,C#",3,26.46,E6
2173,E,6,1;3;5;6,"0,2,3,1,4,x","E,B,E,G#,C#",3,26.46,E6
2172,E,6,1;3;5;6,"0,3,x,x,x,x","E,C#",0,26.46,E6
2171,E,6,1;3;5;6,"x,1,4,x,x,x","E,C#",0,26.46,E6
2170,E,6,1;3;5;6,"x,1,3,3,3,3","E,B,E,G#,C#",3,26.46,E6
2169,E,6,1;3;5;6,"x,4,2,3,1,x","E,G#,C#,E",2,26.46,E6
2168,E,6,1;3;5;6,"0,2,3,1,4,0","E,B,E,G#,C#,E",4,26.46,E6
2167,E,dim,1;b3;b5,"x,1,2,3,x,x","E,Bb,E",1,22.05,Edim
2166,E,dim,1;b3;b5,"0,1,2,x,x,x","E,Bb,E",1,22.05,Edim
2165,E,dim,1;b3;b5,"x,3,1,x,x,x","E,G",0,22.05,Edim
2144,E,m7,1;b3;5;b7,"0,1,2,0,4,0","E,B,E,G,D,E",4,44.1,Em7
2143,E,m7,1;b3;5;b7,"0,2,0,0,0,0","E,B,D,G,B,E",4,44.1,Em7
2142,E,m7,1;b3;5;b7,"0,1,3,1,2,1","E,E,B,D,G,B",4,44.1,Em7
2141,E,m7,1;b3;5;b7,"0,x,3,2,1,0","E,G,B,D,E",3,44.1,Em7
2119,E,m,1;b3;5,"0,x,3,2,4,1","E,G,B,E,G",3,22.05,Em
2118,E,m,1;b3;5,"0,2,3,0,0,0","E,B,E,G,B,E",4,22.05,Em
2117,E,add9,1;3;5;9,"0,2,4,1,0,0","E,B,F#,G#,B,E",4,39.69,Eadd9
2116,E,m11,1;b3;5;b7;9;11,"0,x,x,1,2,1","E,A,D,F#",2,66.15,Em11
2115,E,m11,1;b3;5;b7;9;11,"0,1,4,0,x,x","E,D,A,G",2,66.15,Em11
2114,E,m11,1;b3;5;b7;9;11,"0,3,1,0,0,0","E,F#,A,G,B,E",4,66.15,Em11
2113,E,m11,1;b3;5;b7;9;11,"0,1,3,0,2,4","E,B,F#,G,D,A",4,66.15,Em11
2112,E,m11,1;b3;5;b7;9;11,"0,x,2,3,1,4","E,E,A,B,F#",3,66.15,Em11
2111,E,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","E,G,D,F#,A",3,66.15,Em11
2110,E,m11,1;b3;5;b7;9;11,"0,1,1,1,2,1","E,E,A,D,G,B",4,66.15,Em11
2109,E,m11,1;b3;5;b7;9;11,"x,2,x,3,4,1","E,D,G,A",2,66.15,Em11
2108,E,m11,1;b3;5;b7;9;11,"x,1,1,1,1,x","E,A,D,F#",2,66.15,Em11
2107,E,m11,1;b3;5;b7;9;11,"x,1,1,1,2,x","E,A,D,G",2,66.15,Em11
2106,E,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x","E,D,G,A",2,66.15,Em11
2105,E,sus2,1;2;5,"1,1,3,4,1,1","B,E,B,E,F#,B",4,17.64,Esus2
2104,E,sus2,1;2;5,"0,1,1,3,4,1","E,B,E,B,E,F#",4,17.64,Esus2
2103,E,sus2,1;2;5,"x,x,1,3,4,1","E,B,E,F#",2,17.64,Esus2
2120,E,m,1;b3;5,"0,1,3,4,2,1","E,E,B,E,G,B",4,22.05,Em
2183,E,7sus4,1;4;5;b7,"0,2,0,3,0,0","E,B,D,A,B,E",4,39.69,E7sus4
2121,E,m,1;b3;5,"x,x,3,2,4,1","G,B,E,G",2,22.05,Em
2123,E,m,1;b3;5,"0,2,3,0,x,x","E,B,E,G",2,22.05,Em
2140,E,m7,1;b3;5;b7,"0,2,0,0,4,0","E,B,D,G,D,E",4,44.1,Em7
2139,E,7b5,1;3;b5;b7,"0,x,2,4,1,3","E,D,G#,Bb,E",3,52.92,E7b5
2138,E,7b5,1;3;b5;b7,"0,1,2,1,3,x","E,E,Bb,D,G#",3,52.92,E7b5
2137,E,7b5,1;3;b5;b7,"0,1,0,2,x,0","E,Bb,D,G#,E",3,52.92,E7b5
2136,E,m,1;b3;5,"1,1,3,4,2,1","B,E,B,E,G,B",4,22.05,Em
2135,E,m,1;b3;5,"4,2,3,0,0,0","G,B,E,G,B,E",4,22.05,Em
2134,E,m,1;b3;5,"0,2,3,0,0,4","E,B,E,G,B,G",4,22.05,Em
2133,E,m,1;b3;5,"x,x,2,1,3,0","G,B,E,E",2,22.05,Em
2132,E,m,1;b3;5,"x,x,x,0,0,0","G,B,E",1,22.05,Em
2131,E,m,1;b3;5,"x,x,2,0,0,0","E,G,B,E",2,22.05,Em
2130,E,m,1;b3;5,"0,1,4,0,0,0","E,B,G,G,B,E",4,22.05,Em
2129,E,m,1;b3;5,"x,2,x,0,4,x","E,G,G",1,22.05,Em
2128,E,m,1;b3;5,"x,x,3,4,2,1","B,E,G,B",2,22.05,Em
2127,E,m,1;b3;5,"x,1,3,2,4,x","B,G,B,E",2,22.05,Em
2126,E,m,1;b3;5,"x,3,1,x,x,x","E,G",0,22.05,Em
2125,E,m,1;b3;5,"x,x,x,3,2,1","E,G,B",1,22.05,Em
2124,E,m,1;b3;5,"0,x,x,x,2,1","E,G,B",1,22.05,Em
2122,E,m,1;b3;5,"x,1,3,4,2,1","E,B,E,G,B",3,22.05,Em
2237,E,6/9,1;3;5;6;9,"0,1,1,1,2,3","E,G#,C#,F#,B,E",4,52.92,E6/9
2091,E,maj,1;3;5,"0,x,x,1,3,2","E,B,E,G#",2,30.87,Emaj
2090,E,maj,1;3;5,"x,2,3,1,0,0","B,E,G#,B,E",3,30.87,Emaj
998,Eb,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","Eb,Bbb,Dbb,Gb",2,44.1,Ebdim7
967,Eb,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","Eb,G,Db,F#",2,52.92,Eb7(#9)
968,Eb,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","Eb,Bb,Db,G,Bb,F#",4,52.92,Eb7(#9)
969,Eb,+(#11),1;3;#5;#11,"x,2,x,0,0,1","Eb,G,B,A",2,44.1,Eb+(#11)
970,Eb,+(#11),1;3;#5;#11,"x,1,x,0,0,4","Eb,G,B,B",2,44.1,Eb+(#11)
971,Eb,9,1;3;5;b7;9,"x,2,1,3,4,x","Eb,G,Db,F",2,52.92,Eb9
972,Eb,9,1;3;5;b7;9,"x,1,3,2,4,x","G,Db,F,Bb",2,52.92,Eb9
973,Eb,9,1;3;5;b7;9,"x,x,2,1,3,4","Db,F,Bb,Eb",2,52.92,Eb9
974,Eb,9,1;3;5;b7;9,"x,2,1,3,3,3","Eb,G,Db,F,Bb",3,52.92,Eb9
975,Eb,9,1;3;5;b7;9,"2,x,1,3,3,3","Bb,G,Db,F,Bb",3,52.92,Eb9
976,Eb,9,1;3;5;b7;9,"2,x,1,3,4,x","Bb,G,Db,F",2,52.92,Eb9
977,Eb,9,1;3;5;b7;9,"x,x,3,2,1,4","Db,F,G,Eb",2,52.92,Eb9
978,Eb,9,1;3;5;b7;9,"x,1,3,2,4,4","G,Db,F,Bb,Eb",3,52.92,Eb9
979,Eb,9,1;3;5;b7;9,"x,1,3,1,1,x","Eb,Bb,Db,F",2,52.92,Eb9
980,Eb,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","Eb,Bbb,Db,F",2,70.56,Eb9b5
981,Eb,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Bbb,Eb,G,Db,F,Bbb",4,70.56,Eb9b5
982,Eb,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","Eb,G,Db,F,Bbb,Eb",4,70.56,Eb9b5
983,Eb,7,1;3;5;b7,"x,3,2,4,1,x","Eb,G,Db,Eb",2,44.1,Eb7
984,Eb,7,1;3;5;b7,"x,1,3,1,4,1","Eb,Bb,Db,G,Bb",3,44.1,Eb7
985,Eb,7,1;3;5;b7,"1,3,1,2,4,1","Eb,Bb,Db,G,Db,Eb",4,44.1,Eb7
966,Eb,7(#9),1;3;5;b7;#9,"x,x,1,0,3,4","Eb,G,Db,F#",2,52.92,Eb7(#9)
965,Eb,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","Eb,Db,G,C,F",3,74.97,Eb13
964,Eb,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","Eb,Db,F,G,C",3,74.97,Eb13
963,Eb,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","Eb,G,Db,F,C",3,74.97,Eb13
1053,Eb,dim,1;b3;b5,"x,x,4,3,1,2","Eb,Gb,Bbb,Eb",2,22.05,Ebdim
1052,Eb,dim,1;b3;b5,"x,1,2,3,4,x","Eb,Bbb,Eb,Gb",2,22.05,Ebdim
1051,Eb,dim,1;b3;b5,"x,x,1,2,4,3","Eb,Bbb,Eb,Gb",2,22.05,Ebdim
1050,Eb,m7,1;b3;5;b7,"x,1,3,1,2,x","Eb,Bb,Db,Gb",2,44.1,Ebm7
1049,Eb,m7,1;b3;5;b7,"3,x,1,4,1,x","Bb,Gb,Db,Eb",2,44.1,Ebm7
1048,Eb,m7,1;b3;5;b7,"x,1,1,4,1,x","Db,Gb,Db,Eb",2,44.1,Ebm7
1047,Eb,m7,1;b3;5;b7,"2,x,3,3,3,x","Eb,Db,Gb,Bb",2,44.1,Ebm7
1046,Eb,m7,1;b3;5;b7,"x,x,3,1,2,x","Bb,Db,Gb",1,44.1,Ebm7
